Year of enrolment,ID,CS101,CS102,MA101,MA112,MA121,GS101,GS102,PH101,PH102,PH103,PH104,ST111,ST112,ST121,ST122,ST132,CS201,CS202,CS203,CS204,MA201,MA202,MA211,MA212,MA272,GS202,GS203,OR201,OR202,ST203,ST204,ST211,CS301,CS302,CS303,CS304,CS305,CS306,CS307,CS308,CS309,CS311,CS312,CS314,MA307,MA308,MA381,MA382,MA392,CS497,CS501,CS502,CS503,CS504,CS505,CS506,CS507,CS508,CS509,CS510,CS512,CS597,CS598,MA419,SW499,MM507
,ST294,51,42,47,42,44,40,40,40,42,40,46,40,40,40,40,40,70,61,44,61,40,56,43,40,45,45,40,40,42,40,55,40,49,50,41,68,53,60,59,40,50,75,45,62,41,40,68,40,64,68,67,75,62,48,68,81,41,60,55,61,53,71,78,55,61,60
,ST295,51,45,89,42,52,62,40,40,52,45,44,40,44,50,40,51,51,62,40,40,40,79,63,50,60,51,40,40,65,55,49,40,65,40,69,40,51,40,58,47,55,45,40,51,41,42,60,45,47,70,40,52,56,63,52,76,54,51,53,60,40,69,68,47,60,67
,ST296,45,56,57,53,54,51,51,40,53,42,40,40,62,67,58,55,50,65,63,54,54,56,42,49,53,58,50,46,42,47,70,40,60,64,72,55,49,60,62,49,50,59,71,63,51,57,64,40,63,65,69,50,59,60,53,78,45,54,64,65,62,67,73,60,60,53
,ST297,50,67,57,51,49,70,60,40,52,46,48,47,62,86,45,62,51,51,44,43,40,41,40,57,49,64,50,54,63,60,46,55,66,64,65,78,52,52,40,50,60,55,50,68,52,41,65,42,63,74,60,46,51,45,60,73,74,58,59,58,45,67,75,63,68,63
,ST298,41,61,53,50,40,62,50,45,46,40,50,40,72,67,57,64,47,62,75,57,58,40,51,59,58,60,50,66,77,61,64,50,66,64,65,75,42,57,57,46,58,70,48,68,40,61,66,43,40,80,55,63,45,54,48,79,45,67,67,73,45,70,72,70,78,60
,ST299,50,82,69,41,44,62,53,50,44,55,47,53,50,84,70,81,84,76,68,73,55,56,53,64,40,63,54,68,62,67,64,62,67,60,69,68,47,71,71,51,55,65,72,68,41,72,62,57,73,68,74,50,54,60,66,78,56,58,60,60,58,69,80,72,63,63
,ST300,40,55,75,49,61,62,46,40,55,41,44,57,51,40,40,42,67,73,72,64,51,60,42,48,50,60,46,54,58,70,57,63,62,54,81,76,55,53,69,50,58,76,63,63,41,42,61,46,64,68,53,72,59,60,52,76,59,53,68,62,62,75,75,51,70,61
,ST301,40,48,47,42,52,60,47,40,51,40,40,41,46,51,40,43,58,55,51,50,54,49,40,40,53,57,45,48,48,50,52,46,62,71,52,65,55,57,69,43,53,79,45,50,60,40,70,42,56,71,70,50,40,45,53,71,61,50,60,52,50,68,74,72,65,60
,ST302,50,48,69,89,61,46,42,40,55,46,44,40,40,40,41,46,67,51,52,46,52,56,64,54,40,52,55,53,62,50,65,42,56,67,57,54,59,50,73,40,64,81,58,68,46,40,76,48,71,75,65,74,62,63,73,83,58,63,65,75,59,69,80,57,74,51
,ST303,41,70,62,77,52,57,51,48,51,50,62,50,72,40,73,47,88,67,56,63,59,69,54,70,62,50,50,52,69,72,85,65,73,71,77,70,57,47,71,46,73,83,46,76,43,62,55,57,60,64,75,40,56,57,55,79,61,46,60,47,53,67,71,76,63,67
,ST304,40,66,47,60,78,51,47,41,54,50,41,40,57,69,62,44,58,47,73,64,52,56,60,46,56,60,53,63,66,60,83,46,68,70,81,63,52,62,64,43,64,77,60,76,40,71,80,44,64,71,71,60,65,57,70,78,69,64,76,60,53,71,68,72,70,55
,ST305,41,61,59,40,40,63,54,46,50,42,40,40,68,73,52,62,68,51,54,47,63,67,60,56,41,60,50,66,65,40,59,41,53,40,72,53,48,40,64,46,54,63,51,61,52,55,58,48,70,79,76,65,42,60,73,86,66,66,69,66,84,75,74,74,64,63
,ST306,41,55,47,40,44,76,42,40,50,47,51,40,50,49,40,41,57,55,61,53,48,56,43,53,43,61,56,65,59,45,73,40,61,56,65,64,40,52,71,46,50,77,56,73,43,40,66,43,60,70,52,50,62,57,80,77,65,64,70,55,50,69,67,64,68,51
,ST307,50,66,54,40,49,47,46,40,43,46,43,50,70,66,40,58,77,40,52,61,52,49,53,67,62,53,40,60,42,61,83,50,58,84,51,60,59,70,71,40,73,66,75,73,71,40,86,48,60,70,50,42,62,54,69,78,55,45,49,60,59,66,77,71,56,55
,ST308,53,75,67,80,52,66,60,48,67,70,75,63,89,81,84,72,68,65,63,62,76,73,89,89,71,60,60,78,76,80,84,68,72,76,92,72,55,68,74,47,84,86,89,71,51,89,86,71,71,76,91,86,82,57,90,86,75,71,82,70,77,73,78,86,76,70
,ST309,47,61,68,44,52,40,51,40,42,46,43,43,68,79,66,76,47,58,54,67,45,54,64,48,49,60,51,60,65,60,76,60,64,40,61,58,53,44,40,44,60,63,60,46,42,41,56,40,53,70,40,51,56,57,52,77,50,62,45,60,40,71,70,45,56,48
,ST310,50,54,47,59,49,71,60,44,45,40,40,40,45,79,47,52,58,51,64,46,41,41,40,46,40,58,43,51,40,60,53,41,53,60,65,66,44,62,62,47,50,67,48,63,50,55,65,60,70,66,47,63,68,57,56,81,54,49,67,54,58,66,73,70,53,53
,ST311,40,47,46,41,52,55,60,54,46,41,42,57,58,56,40,51,41,41,48,50,74,78,48,44,40,68,45,52,53,50,52,50,59,63,57,50,47,53,56,41,44,53,53,57,49,44,66,60,64,73,60,41,42,40,59,61,51,53,56,70,45,71,72,64,70,42
,ST312,60,58,62,62,66,51,51,56,45,42,77,52,52,63,65,54,53,58,48,45,56,69,45,40,52,60,40,40,48,50,40,58,53,66,57,63,60,40,67,44,57,51,51,68,40,43,40,50,44,73,55,46,42,63,60,64,61,51,56,66,45,65,75,67,66,46
,ST313,50,70,47,53,57,47,51,40,43,45,40,40,56,80,72,70,68,62,67,54,48,68,42,60,54,64,50,53,63,77,72,80,75,61,77,84,53,64,70,47,73,76,53,73,42,55,68,48,60,68,77,57,68,60,65,72,46,66,70,68,59,65,70,71,61,54
,ST314,51,63,58,40,49,45,51,41,44,45,42,40,40,45,40,41,77,44,57,52,40,49,59,40,52,51,40,62,65,60,67,60,41,53,51,56,53,41,62,46,50,66,56,68,40,40,64,42,45,70,62,65,74,60,73,83,48,66,69,63,54,72,68,64,61,54
,ST315,50,62,40,43,57,40,54,40,49,40,44,40,57,57,49,41,58,58,57,48,48,41,40,65,48,57,55,65,53,50,58,40,69,66,65,60,53,59,70,47,53,55,63,68,40,42,73,42,45,78,59,51,54,57,53,70,64,61,70,60,51,70,72,66,63,52
,ST316,50,81,68,43,49,54,45,53,62,50,67,56,63,60,65,60,64,65,55,40,41,60,63,55,54,50,41,58,63,50,77,47,56,63,65,65,56,59,67,50,58,66,74,68,40,52,77,49,64,66,65,54,59,65,48,68,61,50,66,63,53,69,67,80,61,51
,ST317,43,46,40,40,40,45,51,40,44,51,42,40,62,60,40,40,53,40,48,43,44,56,50,46,40,72,40,40,60,60,55,50,68,69,57,53,52,53,63,40,64,59,58,61,42,41,51,45,40,65,75,40,56,43,40,85,51,55,75,67,45,63,73,74,64,52
,ST318,50,71,62,50,40,48,45,45,40,NA,NA,40,40,40,40,NA,58,40,65,65,40,41,50,42,40,46,40,40,42,40,55,40,47,40,40,52,53,54,44,65,44,51,50,40,44,40,40,44,60,72,46,45,40,47,48,57,40,55,47,58,47,72,78,43,72,47
,ST319,62,62,51,40,40,40,51,41,48,NA,NA,51,43,40,40,NA,56,48,72,56,40,40,57,41,50,56,50,40,66,40,52,40,58,56,57,62,52,54,52,68,70,46,50,50,40,40,70,42,66,72,47,45,40,51,60,62,46,64,52,64,66,60,74,54,72,48
,ST320,62,62,51,40,40,40,51,41,48,NA,NA,51,43,40,40,NA,56,48,72,56,40,40,57,41,50,56,50,40,66,40,52,40,58,56,57,62,52,54,52,68,70,46,50,50,40,40,70,42,66,72,47,45,40,51,60,62,46,64,52,64,66,60,74,54,72,48
,ST321,43,51,40,40,40,45,50,40,42,NA,NA,48,41,40,68,NA,56,40,40,62,40,54,44,40,46,64,41,40,76,57,55,45,40,53,44,64,72,72,54,54,52,55,58,50,73,40,52,40,57,67,46,45,51,58,55,65,43,65,58,56,40,74,72,55,67,61
,ST322,54,48,54,50,40,66,65,40,43,NA,NA,40,40,40,40,NA,50,56,70,62,48,40,40,41,43,65,45,56,45,40,50,40,50,49,50,47,51,64,45,50,48,71,53,50,45,50,50,50,51,70,53,58,54,58,50,57,55,67,56,69,44,77,71,46,70,47
,ST323,40,49,40,40,75,70,42,41,40,NA,NA,42,40,40,50,NA,50,50,52,54,48,40,40,45,50,47,40,43,42,40,58,40,40,46,61,41,51,58,50,73,60,63,47,40,40,40,57,54,66,70,52,40,48,55,45,64,40,70,42,59,57,74,71,40,70,45
,ST324,61,59,54,40,40,58,50,42,40,NA,NA,40,42,61,40,NA,50,55,55,69,46,56,44,46,50,60,45,64,54,47,41,40,48,40,66,70,74,44,50,77,63,61,53,61,42,48,44,50,40,75,46,53,44,50,47,61,45,66,40,65,43,78,73,45,75,47
,ST325,65,61,45,54,52,55,40,40,41,NA,NA,42,40,40,51,NA,43,43,52,60,40,41,46,52,50,50,40,56,42,43,41,40,50,40,40,44,52,52,40,49,40,67,51,50,45,40,42,45,40,67,46,40,40,55,43,54,40,59,41,59,40,69,64,47,67,41
,ST326,41,66,55,41,52,68,42,40,40,NA,NA,46,40,40,50,NA,40,60,54,66,40,52,41,40,44,42,42,54,40,40,50,40,40,44,45,42,41,55,40,55,42,50,64,50,40,40,40,50,49,69,46,40,40,47,55,51,55,60,52,56,50,76,71,52,69,48
,ST327,56,57,74,44,51,69,64,43,58,NA,NA,50,40,45,87,NA,60,70,70,70,49,50,45,51,50,54,50,63,60,41,40,42,63,50,75,61,55,73,40,64,60,71,68,66,41,41,45,63,49,69,48,55,51,44,60,50,60,73,58,71,40,74,76,45,69,70
,ST328,56,68,64,40,66,62,46,41,40,NA,NA,40,45,47,40,NA,47,75,61,41,49,48,40,41,55,40,40,68,43,50,40,40,69,64,53,53,46,76,55,68,57,60,69,66,41,40,40,54,51,75,57,73,56,55,41,64,50,71,48,64,40,69,76,50,75,57
,ST329,41,72,46,42,53,56,42,40,43,NA,NA,42,55,40,94,NA,60,60,65,46,54,61,63,50,50,57,41,46,56,60,40,40,56,50,55,57,60,66,40,67,48,60,62,53,48,40,52,50,57,69,51,77,59,50,40,52,53,67,52,57,40,76,71,64,69,50
,ST330,45,68,51,43,57,64,62,43,40,NA,NA,48,40,40,40,NA,90,64,70,58,53,45,41,64,50,61,58,70,42,40,40,40,58,44,66,48,41,51,47,66,50,73,59,40,40,45,50,50,51,76,48,46,40,55,46,43,55,54,44,54,40,76,72,50,76,56
,ST331,62,47,70,45,40,76,53,55,48,NA,NA,46,43,59,40,NA,46,60,57,70,45,59,50,50,50,62,54,58,61,62,51,43,58,57,66,47,75,78,46,79,61,70,70,40,40,54,74,60,49,71,60,61,48,50,47,80,67,76,63,69,45,76,73,76,71,49
,ST332,76,62,54,41,40,49,50,44,40,NA,NA,40,49,60,54,NA,51,40,67,53,44,49,47,42,50,62,40,70,68,51,42,40,49,61,45,52,43,54,40,50,43,64,49,40,48,61,40,60,58,74,60,64,65,52,57,61,65,65,57,51,45,76,71,62,74,66
,ST333,72,63,70,42,40,73,42,40,40,NA,NA,46,46,41,40,NA,45,71,71,50,40,40,52,49,40,40,43,40,40,50,40,50,54,51,64,60,61,46,56,48,60,56,58,53,40,40,40,40,60,72,48,55,71,58,70,77,43,73,57,64,55,78,67,70,72,53
,ST334,80,70,70,48,42,61,66,57,57,NA,NA,46,61,49,81,NA,47,71,45,72,55,40,46,41,58,49,60,56,62,71,46,45,61,64,69,61,61,63,41,67,40,67,62,50,50,53,52,50,54,81,48,40,46,47,56,72,50,68,53,54,40,77,71,53,81,53
,ST335,56,70,47,41,44,73,52,50,40,NA,NA,46,40,47,40,NA,50,70,60,66,46,53,40,41,50,63,55,70,52,42,40,40,48,63,47,45,63,69,42,60,40,62,56,66,42,41,44,60,40,82,51,54,59,55,59,65,50,59,49,63,48,77,70,70,82,56
